tweet_id,label,y
519078654635409410,true,2
407169212428206080,true,2
524186749002473472,false,0
500308076004929537,unverified,3
514546272972574721,false,0
778299287293816832,unverified,3
518830518792892416,false,0
517038566061658114,unverified,3
690680310061756416,non-rumor,1
714503380476026880,unverified,3
538975342011363328,false,0
500378522788315137,unverified,3
352075672543428608,false,0
524983325275197440,true,2
693512850539683842,non-rumor,1
693670046497935361,non-rumor,1
538166788484509696,false,0
504830161993609216,false,0
693116426824093696,non-rumor,1
728625967921401856,unverified,3
687766167558164481,non-rumor,1
643807909856415744,non-rumor,1
693912520923295745,non-rumor,1
386682163862986752,false,0
692854695262445568,non-rumor,1
504453071041482753,false,0
523562674487975937,false,0
356297080169447425,false,0
519311120914722816,true,2
531493734358061056,unverified,3
504652021601800193,false,0
538851683141304320,false,0
684488313512800256,non-rumor,1
765934198297362432,non-rumor,1
521533372280369152,false,0
693824042164436992,non-rumor,1
553576010898497536,unverified,3
693866093123915776,non-rumor,1
553548567420628992,unverified,3
524967711492014080,true,2
692099058811453440,non-rumor,1
691380138710306816,non-rumor,1
692113839387709444,non-rumor,1
536504515843727361,true,2
536558567206420480,true,2
524191650420367360,false,0
514062859987595264,false,0
716416753409081344,unverified,3
692332739824095234,non-rumor,1
764449685897568256,non-rumor,1
516390549012480001,unverified,3
516475930097643520,unverified,3
707420972173955072,unverified,3
369506008172740608,false,0
524946179390701568,true,2
559787890402541568,false,0
780882510645370880,unverified,3
551123464640536576,true,2
530943279161155584,true,2
767444114229059584,non-rumor,1
692290126282649601,non-rumor,1
497073936077959169,false,0
531108688749404160,false,0
521663202183348224,false,0
407189015582887936,true,2
514072132301910016,false,0
538346377794031618,true,2
407234399093022720,true,2
640118021101604864,unverified,3
778530869208190976,unverified,3
524176293450223616,false,0
519921456730607616,false,0
743126914794037248,unverified,3
521922785254580225,unverified,3
653432177632387072,unverified,3
766719302401613825,non-rumor,1
693686290408181760,non-rumor,1
552816020403269632,unverified,3
692023417575448576,non-rumor,1
489836441120145408,false,0
728273551883534336,unverified,3
495305620342714369,true,2
407191144880439298,true,2
689853056440221696,non-rumor,1
524929497205055488,unverified,3
693102420688121856,non-rumor,1
727834854931435522,unverified,3
521882110789824512,unverified,3
504450741126582275,false,0
688814621034213376,non-rumor,1
507257950868885504,true,2
524937542131793920,unverified,3
528495998537334785,true,2
692364468442021889,non-rumor,1
765863022506151937,non-rumor,1
724603564946010112,unverified,3
540643709465812992,false,0
693239731031683072,non-rumor,1
765735409984806912,unverified,3
538724882461097986,false,0
560474897013415936,false,0
348204426659508226,true,2
500278294055768064,true,2
489865454312099840,false,0
334722003057647616,false,0
707305999971921920,unverified,3
687617323235147776,non-rumor,1
574004164570841088,true,2
538861627018579968,false,0
407185422523977728,true,2
539813330983354368,false,0
715253497462145024,unverified,3
510286132568150016,false,0
686422922894815233,non-rumor,1
500332933098385408,unverified,3
693676692309700609,non-rumor,1
693071700200722433,non-rumor,1
715268937873760256,unverified,3
692765809425408000,non-rumor,1
691667941314662400,non-rumor,1
693534177694609409,non-rumor,1
693204483501887488,non-rumor,1
692842124841123842,non-rumor,1
552677176873455616,false,0
407213772328022016,true,2
407290084593913856,true,2
521444489697583104,unverified,3
553115168084074497,false,0
534678919656775680,false,0
524927281048080385,unverified,3
553505242554175489,unverified,3
531565935128498176,false,0
547670441754914816,unverified,3
524988712367955970,true,2
500288349924782080,unverified,3
693107789007339521,non-rumor,1
533734824905670656,unverified,3
500278045597368320,unverified,3
536849906997415936,true,2
427689948398231552,true,2
523939598691741696,true,2
544306719686656000,unverified,3
547158281005719552,false,0
537006518118273025,true,2
504131654810877952,true,2
751856580874960897,unverified,3
712223438698627073,unverified,3
524987184836005889,true,2
707405809181917184,unverified,3
507634536176300032,false,0
525024518713397249,true,2
516729950091493376,true,2
500258409988763649,unverified,3
560133068670140417,false,0
524940659778920448,unverified,3
501781217411215360,false,0
764753085675761664,non-rumor,1
677950378785271808,non-rumor,1
744390771869102080,unverified,3
521789009576476673,false,0
692376812022792196,non-rumor,1
763404633217835009,non-rumor,1
531161914689482752,true,2
778689027918618625,unverified,3
519447199164665856,false,0
707412869860696064,unverified,3
693926742814281729,non-rumor,1
650710483289419776,unverified,3
689694470779097088,non-rumor,1
387021726007042051,false,0
690926324903317504,non-rumor,1
407184730988097536,true,2
693855615618322432,non-rumor,1
690522824797196288,non-rumor,1
514517470238240768,false,0
553228463998783488,unverified,3
690567125128351744,non-rumor,1
693803472806760448,non-rumor,1
688502260779843587,non-rumor,1
553016500492439552,false,0
265953285247209472,false,0
524981436252950528,unverified,3
520132836594970625,false,0
714851393861881857,unverified,3
544457299667202048,false,0
524950339074523137,true,2
678277910537588737,non-rumor,1
509114008587100160,false,0
504244627680272384,true,2
500279189405433858,unverified,3
535474861616148480,true,2
562093717201616896,true,2
693459931022913536,non-rumor,1
407262869152358400,true,2
767218194385866752,non-rumor,1
518665533089406976,false,0
482880640560271361,false,0
688520025754304512,non-rumor,1
500389488217309184,unverified,3
525008463819464704,unverified,3
692812029611089920,non-rumor,1
503714147138166784,unverified,3
407292452060815360,true,2
500363126294863876,unverified,3
554958414905094144,true,2
543586319168196608,false,0
553271856786968576,false,0
683158807959089152,non-rumor,1
764368020391223296,unverified,3
551106793959862272,true,2
501827465032237056,true,2
741995157969592321,unverified,3
519704006826807296,false,0
544567299102244864,false,0
510916725953417218,true,2
533811170889568256,unverified,3
523863683928457216,true,2
514420223873941504,true,2
501774251901198336,false,0
336873759271157760,true,2
525029684095221760,true,2
692688891174739968,non-rumor,1
693452449173086210,non-rumor,1
547101266313089024,false,0
516636338679197697,false,0
730516765525082112,unverified,3
509031495101874176,false,0
534392174876839936,false,0
542423103834296323,false,0
516411927506206721,unverified,3
407262953533353984,true,2
531634492528939008,true,2
714998347111669760,unverified,3
532284831783460864,false,0
688932211714818048,non-rumor,1
693594331735683072,non-rumor,1
693925198630821889,non-rumor,1
693456340790804480,non-rumor,1
524928878075457536,true,2
553579224402235393,unverified,3
552568163431247873,true,2
693216311502073856,non-rumor,1
407264593027670016,true,2
547807913671405568,false,0
687673284436082689,non-rumor,1
553098571323437056,false,0
510916464631889920,true,2
532602376398462976,true,2
714811995573325828,unverified,3
728101712762834944,unverified,3
553549686129561600,unverified,3
520338188213444608,false,0
510916647373516800,true,2
536804445678755840,true,2
692927739066740741,non-rumor,1
701539698452393986,unverified,3
489820657291911168,false,0
521788572933062657,unverified,3
504304227246538752,true,2
507918114567499776,true,2
407244865018155008,true,2
693083689098477568,non-rumor,1
535507913226190849,false,0
766452700049473536,non-rumor,1
693457310824468480,non-rumor,1
555003887753494528,true,2
543443188934250496,false,0
653285570383335424,unverified,3
407167928313081856,true,2
707310135291416576,unverified,3
536540403109879809,true,2
538374385665449985,true,2
532275347413544961,true,2
692113799546048513,non-rumor,1
524881688825167872,false,0
427944719612915712,true,2
765887221736046592,unverified,3
761355585724055553,non-rumor,1
525088864416043008,true,2
521717368264093696,false,0
567596847330373632,true,2
525711899359318016,false,0
536991428694376448,true,2
525040836757958657,true,2
553103772852191233,false,0
692190570140340229,non-rumor,1
387031585834278912,false,0
539658034382123008,false,0
504441156575297536,false,0
531607884220485632,false,0
542320823915536384,false,0
692506143147606016,non-rumor,1
633397936563560449,non-rumor,1
692423131726749697,non-rumor,1
576829262927413248,unverified,3
556541489388724224,unverified,3
516414874348298240,unverified,3
514555852351479808,false,0
528676615207653376,true,2
552146635707666433,false,0
767715524222578688,non-rumor,1
524993533212897281,unverified,3
538930446814703616,false,0
498280126254428160,unverified,3
650254360727973889,unverified,3
531973383198887936,false,0
510507736287961088,unverified,3
544328894812549121,unverified,3
693056396250652672,non-rumor,1
516395112201736192,unverified,3
516321020815228929,true,2
532276370953752576,true,2
517712193841037312,unverified,3
514308277803294721,unverified,3
407223928084766721,true,2
651044059222556674,unverified,3
525408908484280321,true,2
407253198395555840,true,2
527272948680622080,true,2
524294016435634178,true,2
723477822950395904,unverified,3
691616143161819136,non-rumor,1
763896522790440960,unverified,3
616686132387028992,non-rumor,1
499683602452717569,true,2
574062768896212992,true,2
504448356584677377,false,0
524951893467234304,true,2
559863517151784960,false,0
547525843749470208,unverified,3
552848620375261184,unverified,3
688461902821855232,non-rumor,1
532208816692416512,false,0
489872500462190593,false,0
553550301886955520,unverified,3
510922415468449792,true,2
536738726693847041,true,2
692528931459694592,non-rumor,1
531525016794697729,unverified,3
524970851675176960,unverified,3
534364937939062784,false,0
500284699546517505,unverified,3
692748204064927745,non-rumor,1
693873151659249669,non-rumor,1
540333359793451008,false,0
514495841600811009,false,0
535474881090322432,true,2
693126696132804608,non-rumor,1
693492159635443714,non-rumor,1
524944881941495809,true,2
534445263528947712,false,0
687630364936957952,non-rumor,1
758825535480864769,unverified,3
531733274968989696,unverified,3
707300612862566400,unverified,3
518866406512025602,true,2
407290871856369664,true,2
693214543615561729,non-rumor,1
519868410599993344,false,0
692764799315398656,non-rumor,1
407198615137181696,true,2
767768054163996672,non-rumor,1
692747901815119872,non-rumor,1
528242965915779072,true,2
407205235682050048,true,2
508002575858561024,true,2
685633217160998912,non-rumor,1
427780584979836929,true,2
692004901455556608,non-rumor,1
760109079133990912,unverified,3
500281131057811456,unverified,3
523098334421319680,false,0
523545090099523584,unverified,3
